id_cliente,churn,genero,idoso,parceiro,dependentes,tempo_contrato,servico_telefonico,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivos,suporte_tecnico,streaming_tv,streaming_filmes,contrato,fatura_online,metodo_pagamento,cobrança_mensal,cobrança_total,contas_diarias
6505-OZNPG,não,feminino,0,não,não,6,não,sem serviço telefônico,dsl,sim,sim,sim,sim,sim,sim,dois anos,sim,cheque postal,63.4,348.8,2.11
6506-EYCNH,não,feminino,0,sim,sim,28,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,sim,transferência bancária (automática),19.55,543.8,0.65
6507-DTJZV,não,masculino,0,não,sim,13,sim,não,dsl,não,não,não,não,sim,sim,mensal,não,cartão de crédito (automático),66.4,831.75,2.21
6507-ZJSUR,não,masculino,1,sim,não,23,sim,não,fibra ótica,não,não,não,não,sim,sim,mensal,sim,cheque eletrônico,90.45,2117.25,3.02
6508-NJYRO,não,masculino,0,sim,não,15,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cheque postal,18.8,294.95,0.63
6509-TSGWN,não,feminino,0,sim,sim,37,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,26.45,911.6,0.88
6510-UPNKS,não,feminino,0,não,não,23,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cartão de crédito (automático),24.8,615.35,0.83
6513-EECDB,sim,masculino,1,sim,não,1,sim,sim,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,73.55,73.55,2.45
6516-NKQBO,não,masculino,0,sim,sim,38,sim,não,dsl,sim,não,sim,sim,sim,sim,dois anos,não,cartão de crédito (automático),81.0,3084.9,2.7
6518-KZXCB,não,masculino,0,não,não,22,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,25.25,566.5,0.84
6518-LGAOV,sim,feminino,0,sim,não,38,sim,sim,fibra ótica,não,não,sim,sim,sim,sim,mensal,sim,cheque eletrônico,105.0,4026.4,3.5
6518-PPLMZ,não,masculino,0,sim,sim,53,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cheque postal,19.4,1110.35,0.65
6519-CFDBX,não,feminino,0,não,não,2,sim,não,dsl,não,não,não,não,não,não,mensal,sim,cheque eletrônico,45.4,80.95,1.51
6519-ZHPXP,não,feminino,0,sim,sim,72,sim,não,fibra ótica,sim,sim,sim,sim,sim,sim,dois anos,sim,transferência bancária (automática),108.3,7679.65,3.61
6521-YYTYI,sim,masculino,0,não,sim,1,sim,sim,fibra ótica,não,não,não,não,sim,sim,mensal,sim,cheque eletrônico,93.3,93.3,3.11
6522-OIQSX,não,feminino,0,sim,sim,69,não,sem serviço telefônico,dsl,não,sim,sim,não,sim,sim,dois anos,sim,cartão de crédito (automático),54.95,3772.5,1.83
6522-YRBXD,não,masculino,1,sim,não,35,sim,sim,fibra ótica,sim,sim,não,não,não,sim,mensal,sim,cheque eletrônico,94.55,3365.4,3.15
6527-PZFPV,não,masculino,0,sim,sim,24,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,cartão de crédito (automático),20.8,469.65,0.69
6532-YLWSI,sim,feminino,0,sim,não,53,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,transferência bancária (automática),20.8,1021.8,0.69
6537-OTKMY,não,masculino,0,não,não,15,não,sem serviço telefônico,dsl,não,não,sim,não,sim,sim,um ano,não,cheque eletrônico,50.75,688.2,1.69
6537-QLGEX,não,feminino,0,não,não,16,não,sem serviço telefônico,dsl,sim,não,não,não,sim,não,mensal,sim,cheque eletrônico,38.9,664.4,1.3
6538-POCHL,não,masculino,0,não,não,33,sim,não,fibra ótica,não,sim,sim,não,não,não,mensal,sim,cartão de crédito (automático),79.0,2576.8,2.63
6542-LWGXJ,não,masculino,0,sim,não,3,não,sem serviço telefônico,dsl,não,não,não,não,não,não,mensal,não,cheque postal,25.0,78.25,0.83
6543-CPZMK,sim,masculino,0,sim,sim,9,não,sem serviço telefônico,dsl,não,sim,não,não,não,não,mensal,sim,cheque eletrônico,29.95,248.95,1.0
6543-JXSOO,não,feminino,0,sim,sim,23,sim,não,dsl,sim,sim,não,sim,não,não,um ano,sim,cheque postal,57.75,1282.85,1.92
6543-XRMYR,sim,feminino,1,não,não,30,sim,sim,fibra ótica,não,sim,não,não,sim,sim,mensal,sim,cheque eletrônico,99.7,2967.35,3.32
6546-OPBBH,não,masculino,0,sim,sim,51,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,cheque postal,23.95,1216.35,0.8
6549-BTYPG,não,feminino,0,sim,não,60,não,sem serviço telefônico,dsl,não,sim,sim,sim,sim,sim,dois anos,não,cartão de crédito (automático),60.8,3603.45,2.03
6549-NNDYT,não,feminino,0,não,não,13,não,sem serviço telefônico,dsl,sim,não,não,não,não,não,mensal,sim,transferência bancária (automática),30.85,394.1,1.03
6549-YMFAW,não,masculino,1,sim,não,9,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,sim,cheque postal,21.25,204.55,0.71
6551-GNYDG,não,feminino,0,sim,sim,14,sim,não,fibra ótica,não,não,não,não,não,sim,mensal,sim,transferência bancária (automática),80.9,1152.8,2.7
6551-VLJMV,não,masculino,0,sim,não,34,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),20.05,679.0,0.67
6551-ZCOTS,não,masculino,1,não,não,33,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,transferência bancária (automática),24.9,847.8,0.83
6556-DBKZF,não,feminino,0,sim,sim,71,sim,não,fibra ótica,não,não,sim,não,não,não,dois anos,não,cheque eletrônico,76.05,5436.45,2.53
6557-BZXLQ,não,masculino,1,não,não,16,sim,não,fibra ótica,não,não,não,não,não,não,mensal,não,cheque eletrônico,69.65,1043.3,2.32
6559-ILWKJ,sim,masculino,0,sim,não,71,não,sem serviço telefônico,dsl,não,sim,não,não,sim,sim,dois anos,não,cheque eletrônico,49.35,3515.25,1.64
6559-PDZLR,não,masculino,0,não,não,26,sim,não,fibra ótica,não,não,sim,sim,sim,sim,mensal,sim,cheque eletrônico,98.65,2537.0,3.29
6559-RAKOZ,não,masculino,0,sim,sim,49,sim,sim,fibra ótica,não,não,não,sim,sim,sim,um ano,sim,cheque eletrônico,97.95,4917.9,3.26
6563-VNPMN,não,feminino,1,não,não,45,sim,não,fibra ótica,sim,sim,não,sim,não,não,mensal,sim,transferência bancária (automática),85.7,3778.1,2.86
6563-VRERX,não,masculino,0,sim,sim,33,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cheque postal,20.6,690.25,0.69
6567-HOOPW,sim,feminino,1,não,não,1,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,79.2,79.2,2.64
6568-POCUI,não,feminino,0,sim,não,45,sim,não,fibra ótica,não,não,não,sim,sim,sim,dois anos,sim,cartão de crédito (automático),95.2,4285.8,3.17
6569-KTMDU,não,feminino,0,não,não,1,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,19.1,19.1,0.64
6572-ADKRS,não,feminino,0,não,não,46,sim,não,fibra ótica,não,não,sim,não,não,não,mensal,sim,cartão de crédito (automático),74.8,3548.3,2.49
6574-MCOEH,não,feminino,0,sim,sim,33,sim,sim,dsl,não,não,sim,sim,sim,sim,um ano,sim,cheque eletrônico,79.15,2531.4,2.64
6575-SUVOI,não,feminino,1,sim,não,25,sim,sim,dsl,sim,não,não,sim,sim,não,mensal,sim,cartão de crédito (automático),69.5,1752.65,2.32
6576-FBXOJ,não,masculino,0,sim,não,17,não,sem serviço telefônico,dsl,não,não,sim,sim,sim,sim,um ano,não,cheque eletrônico,54.6,934.8,1.82
6578-KRMAW,não,masculino,0,não,não,32,sim,não,fibra ótica,sim,sim,sim,não,não,sim,mensal,sim,cartão de crédito (automático),93.4,2979.3,3.11
6579-JPICP,não,masculino,0,não,não,1,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,20.4,20.4,0.68
6581-NQCBA,sim,feminino,0,sim,não,16,não,sem serviço telefônico,dsl,não,não,não,sim,sim,sim,mensal,sim,cheque eletrônico,49.95,810.2,1.66
6582-OIVSP,não,feminino,0,não,não,1,sim,não,dsl,não,não,não,não,não,não,mensal,não,cheque postal,45.3,45.3,1.51
6582-PLFUU,não,masculino,0,sim,sim,51,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),19.55,1086.75,0.65
6583-KQJLK,não,feminino,1,sim,não,15,sim,não,fibra ótica,não,sim,não,não,sim,sim,mensal,sim,cheque eletrônico,94.65,1285.05,3.16
6583-QGCSI,sim,feminino,1,sim,não,50,sim,sim,fibra ótica,não,sim,não,não,sim,não,mensal,sim,cheque eletrônico,88.05,4367.35,2.94
6583-SZVGP,não,masculino,0,não,não,48,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,dois anos,sim,transferência bancária (automática),108.1,5067.45,3.6
6584-VQMYT,não,masculino,0,não,sim,27,sim,não,dsl,sim,sim,não,não,não,não,um ano,não,cheque postal,56.2,1567.55,1.87
6585-WCEWR,não,masculino,0,sim,sim,72,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque eletrônico,20.35,1354.4,0.68
6586-MYGKD,não,masculino,0,sim,não,70,sim,sim,dsl,sim,não,não,sim,sim,sim,dois anos,sim,cartão de crédito (automático),76.95,5289.8,2.56
6586-PSJOX,não,masculino,0,não,sim,15,sim,não,dsl,não,não,sim,sim,não,não,um ano,não,cartão de crédito (automático),55.2,864.55,1.84
6591-QGOYB,não,masculino,0,não,não,17,sim,sim,fibra ótica,sim,sim,sim,sim,sim,não,mensal,sim,transferência bancária (automática),106.65,1672.1,3.56
6595-COKXZ,sim,feminino,0,não,não,1,sim,não,dsl,não,não,não,não,não,não,mensal,sim,cheque postal,44.45,44.45,1.48
6595-YGXIT,sim,masculino,1,não,não,25,sim,sim,fibra ótica,não,sim,não,não,sim,não,mensal,sim,cheque eletrônico,88.95,2291.2,2.97
6598-KELSS,não,masculino,0,não,sim,50,não,sem serviço telefônico,dsl,sim,sim,não,não,sim,não,um ano,sim,transferência bancária (automática),43.05,2208.05,1.43
6598-RFFVI,sim,masculino,0,não,não,2,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cartão de crédito (automático),19.3,28.3,0.64
6599-CEBNN,sim,feminino,0,não,não,34,sim,não,fibra ótica,não,sim,não,não,não,não,mensal,sim,cartão de crédito (automático),73.95,2524.45,2.47
6599-GZWCM,não,feminino,0,não,não,13,sim,não,fibra ótica,não,sim,não,não,não,não,um ano,sim,cheque postal,74.65,966.25,2.49
6599-RCLCJ,sim,masculino,0,sim,não,47,sim,sim,fibra ótica,não,sim,sim,sim,sim,sim,mensal,sim,cheque eletrônico,109.55,5124.55,3.65
6599-SFQVE,não,feminino,0,não,não,6,sim,não,dsl,não,não,não,não,não,sim,mensal,sim,cheque eletrônico,55.0,340.4,1.83
6603-QWSPR,não,feminino,0,não,não,46,sim,não,fibra ótica,não,sim,sim,sim,sim,sim,dois anos,sim,transferência bancária (automática),104.4,4904.2,3.48
6603-YRDCJ,não,masculino,0,sim,não,33,sim,não,dsl,sim,sim,não,sim,não,não,dois anos,sim,cheque postal,61.05,2018.4,2.03
6608-QQLVK,sim,masculino,0,não,não,1,sim,não,dsl,não,não,sim,não,não,não,mensal,sim,cheque eletrônico,50.5,50.5,1.68
6609-MXJHJ,não,feminino,0,sim,sim,30,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cheque postal,25.1,789.55,0.84
6614-FHDBO,não,masculino,0,não,não,72,sim,sim,fibra ótica,não,sim,sim,sim,sim,sim,dois anos,não,transferência bancária (automática),109.2,7878.3,3.64
6614-VBEGU,não,feminino,0,sim,não,24,sim,não,dsl,não,sim,não,não,sim,sim,mensal,sim,transferência bancária (automática),69.45,1614.05,2.32
6614-YOLAC,não,feminino,0,sim,sim,71,não,sem serviço telefônico,dsl,sim,sim,não,sim,sim,sim,dois anos,não,cheque postal,58.65,4145.25,1.95
6614-YWYSC,não,masculino,1,sim,não,61,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,transferência bancária (automática),25.0,1501.75,0.83
6615-NGGZJ,sim,masculino,0,não,não,14,sim,sim,fibra ótica,não,sim,não,não,sim,sim,mensal,sim,cheque eletrônico,100.55,1415.55,3.35
6615-ZGEDR,sim,masculino,0,não,não,1,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,19.7,19.7,0.66
6616-AALSR,não,feminino,0,sim,sim,65,sim,sim,fibra ótica,sim,não,sim,não,sim,sim,dois anos,sim,cartão de crédito (automático),104.3,6725.3,3.48
6617-WLBQC,não,feminino,0,sim,sim,23,sim,sim,fibra ótica,sim,não,não,não,não,não,um ano,não,cartão de crédito (automático),81.85,1810.85,2.73
6618-RYATB,sim,feminino,0,não,não,1,sim,sim,fibra ótica,não,não,sim,não,não,não,mensal,sim,cheque postal,79.55,79.55,2.65
6619-RPLQZ,não,feminino,0,sim,sim,45,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,20.85,892.15,0.7
6620-HVDUJ,não,masculino,0,não,não,24,sim,não,dsl,sim,sim,não,sim,não,não,mensal,não,transferência bancária (automática),60.45,1440.75,2.02
6620-JDYNW,não,feminino,0,não,não,18,sim,sim,dsl,sim,não,sim,não,não,não,mensal,sim,cheque postal,60.6,1156.35,2.02
6621-NRZAK,não,feminino,0,sim,sim,63,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),20.0,1209.25,0.67
6621-YOBKI,não,masculino,0,não,não,5,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,20.35,92.75,0.68
6624-JDRDS,não,feminino,0,não,não,6,não,sem serviço telefônico,dsl,sim,não,não,não,não,não,mensal,não,transferência bancária (automática),29.45,161.45,0.98
6625-FLENO,não,masculino,0,sim,não,58,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,20.75,1185.95,0.69
6625-IUTTT,não,masculino,0,não,não,67,sim,não,dsl,sim,não,sim,não,não,sim,dois anos,não,transferência bancária (automática),65.55,4361.55,2.18
6625-UTXEW,não,feminino,0,sim,não,12,sim,não,dsl,não,sim,não,não,não,não,mensal,sim,cheque eletrônico,51.25,612.1,1.71
6627-CFOSN,não,feminino,0,não,não,59,sim,sim,fibra ótica,sim,sim,sim,não,não,sim,mensal,sim,transferência bancária (automática),99.45,5623.7,3.32
6629-CZTTH,sim,masculino,0,não,não,1,sim,não,dsl,não,não,não,não,não,sim,mensal,sim,cheque postal,55.7,55.7,1.86
6629-LADHQ,não,feminino,0,não,não,2,sim,não,dsl,sim,não,não,não,não,não,mensal,não,cheque postal,50.95,123.05,1.7
6630-UJZMY,não,feminino,1,sim,não,4,sim,sim,fibra ótica,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,83.25,308.05,2.78
6631-HMANX,não,masculino,0,sim,não,72,sim,sim,dsl,não,sim,sim,sim,sim,sim,dois anos,sim,cartão de crédito (automático),85.45,6227.5,2.85
6633-MPWBS,sim,masculino,0,não,não,5,sim,não,dsl,não,não,não,sim,não,não,mensal,sim,cheque eletrônico,49.2,216.9,1.64
6633-SYEUS,não,feminino,0,não,não,23,sim,não,fibra ótica,não,sim,sim,sim,não,não,mensal,não,transferência bancária (automática),83.2,2032.3,2.77
6635-CPNUN,não,masculino,0,sim,não,28,sim,sim,fibra ótica,não,sim,sim,não,sim,não,mensal,não,cartão de crédito (automático),96.6,2684.35,3.22
6635-MYYYZ,sim,feminino,0,não,não,30,sim,não,dsl,sim,sim,sim,sim,sim,sim,um ano,não,transferência bancária (automática),85.35,2530.4,2.84
6637-KYRCV,não,feminino,0,sim,sim,5,não,sem serviço telefônico,dsl,não,sim,não,não,não,não,mensal,sim,cheque eletrônico,30.5,167.2,1.02
6641-XRPSU,sim,feminino,0,não,não,34,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cartão de crédito (automático),70.0,2416.1,2.33
6645-MXQJT,não,masculino,0,sim,sim,2,sim,não,fibra ótica,sim,não,não,não,sim,sim,mensal,não,cheque eletrônico,97.1,184.15,3.24
6646-JPPHA,não,feminino,1,não,não,14,sim,não,fibra ótica,sim,sim,não,não,não,não,mensal,não,cheque eletrônico,78.85,1043.8,2.63
6646-QVXLR,sim,masculino,1,sim,não,62,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,um ano,sim,cheque eletrônico,103.75,6383.35,3.46
6646-VRFOL,sim,masculino,1,sim,não,53,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,mensal,sim,cheque eletrônico,103.85,5485.5,3.46
6647-ZEDXT,não,feminino,0,não,não,30,sim,sim,fibra ótica,não,sim,sim,sim,sim,sim,um ano,não,cartão de crédito (automático),110.45,3327.05,3.68
6648-INWPS,não,masculino,0,sim,sim,16,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque eletrônico,20.15,341.35,0.67
6650-BWFRT,não,feminino,0,sim,não,72,sim,sim,fibra ótica,sim,sim,sim,sim,sim,sim,dois anos,sim,cartão de crédito (automático),117.15,8529.5,3.9
6650-VJONK,não,masculino,0,não,não,1,sim,não,dsl,não,não,não,não,não,não,mensal,sim,transferência bancária (automática),43.85,43.85,1.46
6651-AZVTJ,sim,masculino,0,sim,sim,49,sim,sim,fibra ótica,não,não,sim,não,sim,sim,mensal,sim,cheque eletrônico,99.8,4872.45,3.33
6651-RLGGM,não,masculino,0,sim,sim,67,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,26.3,1688.9,0.88
